selector,model,k,feature,fold_selection_count
chi2,random_forest,5,CheckSum,3
chi2,random_forest,5,ImageBase,3
chi2,random_forest,5,SectionsMinRawsize,3
chi2,random_forest,5,SizeOfStackReserve,3
chi2,random_forest,5,SizeOfCode,2
chi2,random_forest,5,SectionsMinVirtualsize,1
chi2,random_forest,10,CheckSum,3
chi2,random_forest,10,ImageBase,3
chi2,random_forest,10,SectionMaxRawsize,3
chi2,random_forest,10,SectionsMeanRawsize,3
chi2,random_forest,10,SectionsMinRawsize,3
chi2,random_forest,10,SizeOfCode,3
chi2,random_forest,10,SizeOfStackReserve,3
chi2,random_forest,10,SectionsMinVirtualsize,2
chi2,random_forest,10,SizeOfUninitializedData,2
chi2,random_forest,10,BaseOfCode,1
chi2,random_forest,10,Machine,1
chi2,random_forest,10,SectionMaxVirtualsize,1
chi2,random_forest,10,SectionsMeanVirtualsize,1
chi2,random_forest,10,SizeOfInitializedData,1
chi2,random_forest,20,AddressOfEntryPoint,3
chi2,random_forest,20,BaseOfCode,3
chi2,random_forest,20,CheckSum,3
chi2,random_forest,20,DllCharacteristics,3
chi2,random_forest,20,ImageBase,3
chi2,random_forest,20,Machine,3
chi2,random_forest,20,ResourcesMaxSize,3
chi2,random_forest,20,SectionMaxRawsize,3
chi2,random_forest,20,SectionsMeanRawsize,3
chi2,random_forest,20,SectionsMinRawsize,3
chi2,random_forest,20,SectionsMinVirtualsize,3
chi2,random_forest,20,SizeOfCode,3
chi2,random_forest,20,SizeOfHeapReserve,3
chi2,random_forest,20,SizeOfImage,3
chi2,random_forest,20,SizeOfStackReserve,3
chi2,random_forest,20,SizeOfUninitializedData,3
chi2,random_forest,20,BaseOfData,2
chi2,random_forest,20,Characteristics,2
chi2,random_forest,20,LoaderFlags,2
chi2,random_forest,20,SectionMaxVirtualsize,2
chi2,random_forest,20,SizeOfInitializedData,2
chi2,random_forest,20,ResourcesMeanSize,1
chi2,random_forest,20,SectionsMeanVirtualsize,1
chi2,svm,5,CheckSum,3
chi2,svm,5,ImageBase,3
chi2,svm,5,SectionsMinRawsize,3
chi2,svm,5,SizeOfStackReserve,3
chi2,svm,5,SizeOfCode,2
chi2,svm,5,SectionsMinVirtualsize,1
chi2,svm,10,CheckSum,3
chi2,svm,10,ImageBase,3
chi2,svm,10,SectionMaxRawsize,3
chi2,svm,10,SectionsMeanRawsize,3
chi2,svm,10,SectionsMinRawsize,3
chi2,svm,10,SizeOfCode,3
chi2,svm,10,SizeOfStackReserve,3
chi2,svm,10,SectionsMinVirtualsize,2
chi2,svm,10,SizeOfUninitializedData,2
chi2,svm,10,BaseOfCode,1
chi2,svm,10,Machine,1
chi2,svm,10,SectionMaxVirtualsize,1
chi2,svm,10,SectionsMeanVirtualsize,1
chi2,svm,10,SizeOfInitializedData,1
chi2,svm,20,AddressOfEntryPoint,3
chi2,svm,20,BaseOfCode,3
chi2,svm,20,CheckSum,3
chi2,svm,20,DllCharacteristics,3
chi2,svm,20,ImageBase,3
chi2,svm,20,Machine,3
chi2,svm,20,ResourcesMaxSize,3
chi2,svm,20,SectionMaxRawsize,3
chi2,svm,20,SectionsMeanRawsize,3
chi2,svm,20,SectionsMinRawsize,3
chi2,svm,20,SectionsMinVirtualsize,3
chi2,svm,20,SizeOfCode,3
chi2,svm,20,SizeOfHeapReserve,3
chi2,svm,20,SizeOfImage,3
chi2,svm,20,SizeOfStackReserve,3
chi2,svm,20,SizeOfUninitializedData,3
chi2,svm,20,BaseOfData,2
chi2,svm,20,Characteristics,2
chi2,svm,20,LoaderFlags,2
chi2,svm,20,SectionMaxVirtualsize,2
chi2,svm,20,SizeOfInitializedData,2
chi2,svm,20,ResourcesMeanSize,1
chi2,svm,20,SectionsMeanVirtualsize,1
info_gain,random_forest,5,Characteristics,3
info_gain,random_forest,5,ImageBase,3
info_gain,random_forest,5,SizeOfStackReserve,3
info_gain,random_forest,5,VersionInformationSize,3
info_gain,random_forest,5,ResourcesMinEntropy,2
info_gain,random_forest,5,ResourcesMinSize,1
info_gain,random_forest,10,Characteristics,3
info_gain,random_forest,10,ImageBase,3
info_gain,random_forest,10,ResourcesMinSize,3
info_gain,random_forest,10,SectionsMinRawsize,3
info_gain,random_forest,10,SizeOfStackReserve,3
info_gain,random_forest,10,VersionInformationSize,3
info_gain,random_forest,10,BaseOfData,2
info_gain,random_forest,10,MinorImageVersion,2
info_gain,random_forest,10,ResourcesMinEntropy,2
info_gain,random_forest,10,SectionsMinEntropy,2
info_gain,random_forest,10,DllCharacteristics,1
info_gain,random_forest,10,ImportsNb,1
info_gain,random_forest,10,SectionsMaxEntropy,1
info_gain,random_forest,10,SectionsMinVirtualsize,1
info_gain,random_forest,20,BaseOfData,3
info_gain,random_forest,20,Characteristics,3
info_gain,random_forest,20,DllCharacteristics,3
info_gain,random_forest,20,ImageBase,3
info_gain,random_forest,20,MinorImageVersion,3
info_gain,random_forest,20,ResourcesMaxEntropy,3
info_gain,random_forest,20,ResourcesMaxSize,3
info_gain,random_forest,20,ResourcesMinEntropy,3
info_gain,random_forest,20,ResourcesMinSize,3
info_gain,random_forest,20,SectionsMaxEntropy,3
info_gain,random_forest,20,SectionsMinEntropy,3
info_gain,random_forest,20,SectionsMinRawsize,3
info_gain,random_forest,20,SizeOfStackReserve,3
info_gain,random_forest,20,VersionInformationSize,3
info_gain,random_forest,20,ImportsNb,2
info_gain,random_forest,20,MajorOperatingSystemVersion,2
info_gain,random_forest,20,SectionsMeanVirtualsize,2
info_gain,random_forest,20,SectionsMinVirtualsize,2
info_gain,random_forest,20,SizeOfCode,2
info_gain,random_forest,20,SizeOfInitializedData,2
info_gain,random_forest,20,AddressOfEntryPoint,1
info_gain,random_forest,20,CheckSum,1
info_gain,random_forest,20,MajorLinkerVersion,1
info_gain,random_forest,20,ResourcesNb,1
info_gain,random_forest,20,SectionsMeanRawsize,1
info_gain,random_forest,20,Subsystem,1
info_gain,svm,5,Characteristics,3
info_gain,svm,5,ImageBase,3
info_gain,svm,5,SizeOfStackReserve,3
info_gain,svm,5,VersionInformationSize,3
info_gain,svm,5,ResourcesMinEntropy,2
info_gain,svm,5,ResourcesMinSize,1
info_gain,svm,10,Characteristics,3
info_gain,svm,10,ImageBase,3
info_gain,svm,10,ResourcesMinSize,3
info_gain,svm,10,SectionsMinRawsize,3
info_gain,svm,10,SizeOfStackReserve,3
info_gain,svm,10,VersionInformationSize,3
info_gain,svm,10,BaseOfData,2
info_gain,svm,10,MinorImageVersion,2
info_gain,svm,10,ResourcesMinEntropy,2
info_gain,svm,10,SectionsMinEntropy,2
info_gain,svm,10,DllCharacteristics,1
info_gain,svm,10,ImportsNb,1
info_gain,svm,10,SectionsMaxEntropy,1
info_gain,svm,10,SectionsMinVirtualsize,1
info_gain,svm,20,BaseOfData,3
info_gain,svm,20,Characteristics,3
info_gain,svm,20,DllCharacteristics,3
info_gain,svm,20,ImageBase,3
info_gain,svm,20,MinorImageVersion,3
info_gain,svm,20,ResourcesMaxEntropy,3
info_gain,svm,20,ResourcesMaxSize,3
info_gain,svm,20,ResourcesMinEntropy,3
info_gain,svm,20,ResourcesMinSize,3
info_gain,svm,20,SectionsMaxEntropy,3
info_gain,svm,20,SectionsMinEntropy,3
info_gain,svm,20,SectionsMinRawsize,3
info_gain,svm,20,SizeOfStackReserve,3
info_gain,svm,20,VersionInformationSize,3
info_gain,svm,20,ImportsNb,2
info_gain,svm,20,MajorOperatingSystemVersion,2
info_gain,svm,20,SectionsMeanVirtualsize,2
info_gain,svm,20,SectionsMinVirtualsize,2
info_gain,svm,20,SizeOfCode,2
info_gain,svm,20,SizeOfInitializedData,2
info_gain,svm,20,AddressOfEntryPoint,1
info_gain,svm,20,CheckSum,1
info_gain,svm,20,MajorLinkerVersion,1
info_gain,svm,20,ResourcesNb,1
info_gain,svm,20,SectionsMeanRawsize,1
info_gain,svm,20,Subsystem,1
l1,random_forest,5,DllCharacteristics,3
l1,random_forest,5,SectionsMaxEntropy,3
l1,random_forest,5,SizeOfStackReserve,3
l1,random_forest,5,SizeOfOptionalHeader,2
l1,random_forest,5,VersionInformationSize,2
l1,random_forest,5,Machine,1
l1,random_forest,5,Subsystem,1
l1,random_forest,10,DllCharacteristics,3
l1,random_forest,10,MajorOperatingSystemVersion,3
l1,random_forest,10,SectionsMaxEntropy,3
l1,random_forest,10,SizeOfOptionalHeader,3
l1,random_forest,10,SizeOfStackReserve,3
l1,random_forest,10,Subsystem,3
l1,random_forest,10,VersionInformationSize,3
l1,random_forest,10,ImportsNbDLL,2
l1,random_forest,10,Machine,2
l1,random_forest,10,MinorLinkerVersion,2
l1,random_forest,10,ResourcesMinSize,2
l1,random_forest,10,SectionMaxVirtualsize,1
l1,random_forest,20,DllCharacteristics,3
l1,random_forest,20,ExportNb,3
l1,random_forest,20,ImportsNbDLL,3
l1,random_forest,20,Machine,3
l1,random_forest,20,MajorOperatingSystemVersion,3
l1,random_forest,20,SectionsMaxEntropy,3
l1,random_forest,20,SizeOfOptionalHeader,3
l1,random_forest,20,SizeOfStackReserve,3
l1,random_forest,20,Subsystem,3
l1,random_forest,20,VersionInformationSize,3
l1,random_forest,20,Characteristics,2
l1,random_forest,20,CheckSum,2
l1,random_forest,20,MinorLinkerVersion,2
l1,random_forest,20,ResourcesMaxEntropy,2
l1,random_forest,20,ResourcesMinSize,2
l1,random_forest,20,SectionMaxVirtualsize,2
l1,random_forest,20,SizeOfHeapReserve,2
l1,random_forest,20,FileAlignment,1
l1,random_forest,20,ImportsNb,1
l1,random_forest,20,ImportsNbOrdinal,1
l1,random_forest,20,MajorImageVersion,1
l1,random_forest,20,MajorSubsystemVersion,1
l1,random_forest,20,MinorImageVersion,1
l1,random_forest,20,MinorOperatingSystemVersion,1
l1,random_forest,20,MinorSubsystemVersion,1
l1,random_forest,20,ResourcesMeanEntropy,1
l1,random_forest,20,ResourcesMeanSize,1
l1,random_forest,20,ResourcesMinEntropy,1
l1,random_forest,20,SectionMaxRawsize,1
l1,random_forest,20,SectionsNb,1
l1,random_forest,20,SizeOfHeaders,1
l1,random_forest,20,SizeOfHeapCommit,1
l1,random_forest,20,SizeOfImage,1
l1,svm,5,DllCharacteristics,3
l1,svm,5,SectionsMaxEntropy,3
l1,svm,5,SizeOfStackReserve,3
l1,svm,5,SizeOfOptionalHeader,2
l1,svm,5,VersionInformationSize,2
l1,svm,5,Machine,1
l1,svm,5,Subsystem,1
l1,svm,10,DllCharacteristics,3
l1,svm,10,MajorOperatingSystemVersion,3
l1,svm,10,SectionsMaxEntropy,3
l1,svm,10,SizeOfOptionalHeader,3
l1,svm,10,SizeOfStackReserve,3
l1,svm,10,Subsystem,3
l1,svm,10,VersionInformationSize,3
l1,svm,10,ImportsNbDLL,2
l1,svm,10,Machine,2
l1,svm,10,MinorLinkerVersion,2
l1,svm,10,ResourcesMinSize,2
l1,svm,10,SectionMaxVirtualsize,1
l1,svm,20,DllCharacteristics,3
l1,svm,20,ExportNb,3
l1,svm,20,ImportsNbDLL,3
l1,svm,20,Machine,3
l1,svm,20,MajorOperatingSystemVersion,3
l1,svm,20,SectionsMaxEntropy,3
l1,svm,20,SizeOfOptionalHeader,3
l1,svm,20,SizeOfStackReserve,3
l1,svm,20,Subsystem,3
l1,svm,20,VersionInformationSize,3
l1,svm,20,Characteristics,2
l1,svm,20,CheckSum,2
l1,svm,20,MinorLinkerVersion,2
l1,svm,20,ResourcesMaxEntropy,2
l1,svm,20,ResourcesMinSize,2
l1,svm,20,SectionMaxVirtualsize,2
l1,svm,20,SizeOfHeapReserve,2
l1,svm,20,FileAlignment,1
l1,svm,20,ImportsNb,1
l1,svm,20,ImportsNbOrdinal,1
l1,svm,20,MajorImageVersion,1
l1,svm,20,MajorSubsystemVersion,1
l1,svm,20,MinorImageVersion,1
l1,svm,20,MinorOperatingSystemVersion,1
l1,svm,20,MinorSubsystemVersion,1
l1,svm,20,ResourcesMeanEntropy,1
l1,svm,20,ResourcesMeanSize,1
l1,svm,20,ResourcesMinEntropy,1
l1,svm,20,SectionMaxRawsize,1
l1,svm,20,SectionsNb,1
l1,svm,20,SizeOfHeaders,1
l1,svm,20,SizeOfHeapCommit,1
l1,svm,20,SizeOfImage,1
variance_threshold,random_forest,5,CheckSum,3
variance_threshold,random_forest,5,ImageBase,3
variance_threshold,random_forest,5,SizeOfImage,3
variance_threshold,random_forest,5,BaseOfData,2
variance_threshold,random_forest,5,SectionMaxVirtualsize,2
variance_threshold,random_forest,5,SizeOfStackReserve,2
variance_threshold,random_forest,10,CheckSum,3
variance_threshold,random_forest,10,ImageBase,3
variance_threshold,random_forest,10,SectionMaxVirtualsize,3
variance_threshold,random_forest,10,SizeOfImage,3
variance_threshold,random_forest,10,AddressOfEntryPoint,2
variance_threshold,random_forest,10,BaseOfData,2
variance_threshold,random_forest,10,SectionMaxRawsize,2
variance_threshold,random_forest,10,SectionsMinRawsize,2
variance_threshold,random_forest,10,SectionsMinVirtualsize,2
variance_threshold,random_forest,10,SizeOfCode,2
variance_threshold,random_forest,10,SizeOfInitializedData,2
variance_threshold,random_forest,10,SizeOfStackReserve,2
variance_threshold,random_forest,10,SectionsMeanRawsize,1
variance_threshold,random_forest,10,SectionsMeanVirtualsize,1
variance_threshold,random_forest,20,AddressOfEntryPoint,3
variance_threshold,random_forest,20,BaseOfCode,3
variance_threshold,random_forest,20,BaseOfData,3
variance_threshold,random_forest,20,CheckSum,3
variance_threshold,random_forest,20,ImageBase,3
variance_threshold,random_forest,20,ResourcesMaxSize,3
variance_threshold,random_forest,20,ResourcesMeanSize,3
variance_threshold,random_forest,20,SectionMaxRawsize,3
variance_threshold,random_forest,20,SectionMaxVirtualsize,3
variance_threshold,random_forest,20,SectionsMeanRawsize,3
variance_threshold,random_forest,20,SectionsMeanVirtualsize,3
variance_threshold,random_forest,20,SectionsMinRawsize,3
variance_threshold,random_forest,20,SectionsMinVirtualsize,3
variance_threshold,random_forest,20,SizeOfCode,3
variance_threshold,random_forest,20,SizeOfHeapReserve,3
variance_threshold,random_forest,20,SizeOfImage,3
variance_threshold,random_forest,20,SizeOfInitializedData,3
variance_threshold,random_forest,20,SizeOfStackReserve,3
variance_threshold,random_forest,20,SizeOfUninitializedData,3
variance_threshold,random_forest,20,LoaderFlags,2
variance_threshold,random_forest,20,SectionAlignment,1
variance_threshold,svm,5,CheckSum,3
variance_threshold,svm,5,ImageBase,3
variance_threshold,svm,5,SizeOfImage,3
variance_threshold,svm,5,BaseOfData,2
variance_threshold,svm,5,SectionMaxVirtualsize,2
variance_threshold,svm,5,SizeOfStackReserve,2
variance_threshold,svm,10,CheckSum,3
variance_threshold,svm,10,ImageBase,3
variance_threshold,svm,10,SectionMaxVirtualsize,3
variance_threshold,svm,10,SizeOfImage,3
variance_threshold,svm,10,AddressOfEntryPoint,2
variance_threshold,svm,10,BaseOfData,2
variance_threshold,svm,10,SectionMaxRawsize,2
variance_threshold,svm,10,SectionsMinRawsize,2
variance_threshold,svm,10,SectionsMinVirtualsize,2
variance_threshold,svm,10,SizeOfCode,2
variance_threshold,svm,10,SizeOfInitializedData,2
variance_threshold,svm,10,SizeOfStackReserve,2
variance_threshold,svm,10,SectionsMeanRawsize,1
variance_threshold,svm,10,SectionsMeanVirtualsize,1
variance_threshold,svm,20,AddressOfEntryPoint,3
variance_threshold,svm,20,BaseOfCode,3
variance_threshold,svm,20,BaseOfData,3
variance_threshold,svm,20,CheckSum,3
variance_threshold,svm,20,ImageBase,3
variance_threshold,svm,20,ResourcesMaxSize,3
variance_threshold,svm,20,ResourcesMeanSize,3
variance_threshold,svm,20,SectionMaxRawsize,3
variance_threshold,svm,20,SectionMaxVirtualsize,3
variance_threshold,svm,20,SectionsMeanRawsize,3
variance_threshold,svm,20,SectionsMeanVirtualsize,3
variance_threshold,svm,20,SectionsMinRawsize,3
variance_threshold,svm,20,SectionsMinVirtualsize,3
variance_threshold,svm,20,SizeOfCode,3
variance_threshold,svm,20,SizeOfHeapReserve,3
variance_threshold,svm,20,SizeOfImage,3
variance_threshold,svm,20,SizeOfInitializedData,3
variance_threshold,svm,20,SizeOfStackReserve,3
variance_threshold,svm,20,SizeOfUninitializedData,3
variance_threshold,svm,20,LoaderFlags,2
variance_threshold,svm,20,SectionAlignment,1
