selector,classifier,k,feature,fold_selection_count
baseline,random_forest,54,AddressOfEntryPoint,3
baseline,random_forest,54,BaseOfCode,3
baseline,random_forest,54,BaseOfData,3
baseline,random_forest,54,Characteristics,3
baseline,random_forest,54,CheckSum,3
baseline,random_forest,54,DllCharacteristics,3
baseline,random_forest,54,ExportNb,3
baseline,random_forest,54,FileAlignment,3
baseline,random_forest,54,ImageBase,3
baseline,random_forest,54,ImportsNb,3
baseline,random_forest,54,ImportsNbDLL,3
baseline,random_forest,54,ImportsNbOrdinal,3
baseline,random_forest,54,LoadConfigurationSize,3
baseline,random_forest,54,LoaderFlags,3
baseline,random_forest,54,Machine,3
baseline,random_forest,54,MajorImageVersion,3
baseline,random_forest,54,MajorLinkerVersion,3
baseline,random_forest,54,MajorOperatingSystemVersion,3
baseline,random_forest,54,MajorSubsystemVersion,3
baseline,random_forest,54,MinorImageVersion,3
baseline,random_forest,54,MinorLinkerVersion,3
baseline,random_forest,54,MinorOperatingSystemVersion,3
baseline,random_forest,54,MinorSubsystemVersion,3
baseline,random_forest,54,NumberOfRvaAndSizes,3
baseline,random_forest,54,ResourcesMaxEntropy,3
baseline,random_forest,54,ResourcesMaxSize,3
baseline,random_forest,54,ResourcesMeanEntropy,3
baseline,random_forest,54,ResourcesMeanSize,3
baseline,random_forest,54,ResourcesMinEntropy,3
baseline,random_forest,54,ResourcesMinSize,3
baseline,random_forest,54,ResourcesNb,3
baseline,random_forest,54,SectionAlignment,3
baseline,random_forest,54,SectionMaxRawsize,3
baseline,random_forest,54,SectionMaxVirtualsize,3
baseline,random_forest,54,SectionsMaxEntropy,3
baseline,random_forest,54,SectionsMeanEntropy,3
baseline,random_forest,54,SectionsMeanRawsize,3
baseline,random_forest,54,SectionsMeanVirtualsize,3
baseline,random_forest,54,SectionsMinEntropy,3
baseline,random_forest,54,SectionsMinRawsize,3
baseline,random_forest,54,SectionsMinVirtualsize,3
baseline,random_forest,54,SectionsNb,3
baseline,random_forest,54,SizeOfCode,3
baseline,random_forest,54,SizeOfHeaders,3
baseline,random_forest,54,SizeOfHeapCommit,3
baseline,random_forest,54,SizeOfHeapReserve,3
baseline,random_forest,54,SizeOfImage,3
baseline,random_forest,54,SizeOfInitializedData,3
baseline,random_forest,54,SizeOfOptionalHeader,3
baseline,random_forest,54,SizeOfStackCommit,3
baseline,random_forest,54,SizeOfStackReserve,3
baseline,random_forest,54,SizeOfUninitializedData,3
baseline,random_forest,54,Subsystem,3
baseline,random_forest,54,VersionInformationSize,3
baseline,xgboost,54,AddressOfEntryPoint,3
baseline,xgboost,54,BaseOfCode,3
baseline,xgboost,54,BaseOfData,3
baseline,xgboost,54,Characteristics,3
baseline,xgboost,54,CheckSum,3
baseline,xgboost,54,DllCharacteristics,3
baseline,xgboost,54,ExportNb,3
baseline,xgboost,54,FileAlignment,3
baseline,xgboost,54,ImageBase,3
baseline,xgboost,54,ImportsNb,3
baseline,xgboost,54,ImportsNbDLL,3
baseline,xgboost,54,ImportsNbOrdinal,3
baseline,xgboost,54,LoadConfigurationSize,3
baseline,xgboost,54,LoaderFlags,3
baseline,xgboost,54,Machine,3
baseline,xgboost,54,MajorImageVersion,3
baseline,xgboost,54,MajorLinkerVersion,3
baseline,xgboost,54,MajorOperatingSystemVersion,3
baseline,xgboost,54,MajorSubsystemVersion,3
baseline,xgboost,54,MinorImageVersion,3
baseline,xgboost,54,MinorLinkerVersion,3
baseline,xgboost,54,MinorOperatingSystemVersion,3
baseline,xgboost,54,MinorSubsystemVersion,3
baseline,xgboost,54,NumberOfRvaAndSizes,3
baseline,xgboost,54,ResourcesMaxEntropy,3
baseline,xgboost,54,ResourcesMaxSize,3
baseline,xgboost,54,ResourcesMeanEntropy,3
baseline,xgboost,54,ResourcesMeanSize,3
baseline,xgboost,54,ResourcesMinEntropy,3
baseline,xgboost,54,ResourcesMinSize,3
baseline,xgboost,54,ResourcesNb,3
baseline,xgboost,54,SectionAlignment,3
baseline,xgboost,54,SectionMaxRawsize,3
baseline,xgboost,54,SectionMaxVirtualsize,3
baseline,xgboost,54,SectionsMaxEntropy,3
baseline,xgboost,54,SectionsMeanEntropy,3
baseline,xgboost,54,SectionsMeanRawsize,3
baseline,xgboost,54,SectionsMeanVirtualsize,3
baseline,xgboost,54,SectionsMinEntropy,3
baseline,xgboost,54,SectionsMinRawsize,3
baseline,xgboost,54,SectionsMinVirtualsize,3
baseline,xgboost,54,SectionsNb,3
baseline,xgboost,54,SizeOfCode,3
baseline,xgboost,54,SizeOfHeaders,3
baseline,xgboost,54,SizeOfHeapCommit,3
baseline,xgboost,54,SizeOfHeapReserve,3
baseline,xgboost,54,SizeOfImage,3
baseline,xgboost,54,SizeOfInitializedData,3
baseline,xgboost,54,SizeOfOptionalHeader,3
baseline,xgboost,54,SizeOfStackCommit,3
baseline,xgboost,54,SizeOfStackReserve,3
baseline,xgboost,54,SizeOfUninitializedData,3
baseline,xgboost,54,Subsystem,3
baseline,xgboost,54,VersionInformationSize,3
f_classif,random_forest,20,Characteristics,3
f_classif,random_forest,20,CheckSum,3
f_classif,random_forest,20,DllCharacteristics,3
f_classif,random_forest,20,ImageBase,3
f_classif,random_forest,20,ImportsNbOrdinal,3
f_classif,random_forest,20,Machine,3
f_classif,random_forest,20,MajorOperatingSystemVersion,3
f_classif,random_forest,20,MajorSubsystemVersion,3
f_classif,random_forest,20,MinorSubsystemVersion,3
f_classif,random_forest,20,ResourcesMaxEntropy,3
f_classif,random_forest,20,ResourcesMeanEntropy,3
f_classif,random_forest,20,ResourcesMinEntropy,3
f_classif,random_forest,20,SectionsMaxEntropy,3
f_classif,random_forest,20,SectionsMeanEntropy,3
f_classif,random_forest,20,SectionsNb,3
f_classif,random_forest,20,SizeOfOptionalHeader,3
f_classif,random_forest,20,SizeOfStackReserve,3
f_classif,random_forest,20,Subsystem,3
f_classif,random_forest,20,VersionInformationSize,3
f_classif,random_forest,20,SizeOfHeapReserve,2
f_classif,random_forest,20,MinorOperatingSystemVersion,1
f_classif,xgboost,20,Characteristics,3
f_classif,xgboost,20,CheckSum,3
f_classif,xgboost,20,DllCharacteristics,3
f_classif,xgboost,20,ImageBase,3
f_classif,xgboost,20,ImportsNbOrdinal,3
f_classif,xgboost,20,Machine,3
f_classif,xgboost,20,MajorOperatingSystemVersion,3
f_classif,xgboost,20,MajorSubsystemVersion,3
f_classif,xgboost,20,MinorSubsystemVersion,3
f_classif,xgboost,20,ResourcesMaxEntropy,3
f_classif,xgboost,20,ResourcesMeanEntropy,3
f_classif,xgboost,20,ResourcesMinEntropy,3
f_classif,xgboost,20,SectionsMaxEntropy,3
f_classif,xgboost,20,SectionsMeanEntropy,3
f_classif,xgboost,20,SectionsNb,3
f_classif,xgboost,20,SizeOfOptionalHeader,3
f_classif,xgboost,20,SizeOfStackReserve,3
f_classif,xgboost,20,Subsystem,3
f_classif,xgboost,20,VersionInformationSize,3
f_classif,xgboost,20,SizeOfHeapReserve,2
f_classif,xgboost,20,MinorOperatingSystemVersion,1
mutual_info,random_forest,20,AddressOfEntryPoint,3
mutual_info,random_forest,20,Characteristics,3
mutual_info,random_forest,20,ImageBase,3
mutual_info,random_forest,20,ResourcesMaxEntropy,3
mutual_info,random_forest,20,ResourcesMaxSize,3
mutual_info,random_forest,20,ResourcesMeanEntropy,3
mutual_info,random_forest,20,ResourcesMeanSize,3
mutual_info,random_forest,20,ResourcesMinEntropy,3
mutual_info,random_forest,20,ResourcesMinSize,3
mutual_info,random_forest,20,SectionMaxVirtualsize,3
mutual_info,random_forest,20,SectionsMaxEntropy,3
mutual_info,random_forest,20,SectionsMeanRawsize,3
mutual_info,random_forest,20,SectionsMeanVirtualsize,3
mutual_info,random_forest,20,SectionsMinEntropy,3
mutual_info,random_forest,20,SectionsMinVirtualsize,3
mutual_info,random_forest,20,SizeOfCode,3
mutual_info,random_forest,20,SizeOfInitializedData,3
mutual_info,random_forest,20,VersionInformationSize,3
mutual_info,random_forest,20,CheckSum,2
mutual_info,random_forest,20,SectionMaxRawsize,2
mutual_info,random_forest,20,SizeOfStackReserve,2
mutual_info,xgboost,20,AddressOfEntryPoint,3
mutual_info,xgboost,20,Characteristics,3
mutual_info,xgboost,20,ImageBase,3
mutual_info,xgboost,20,ResourcesMaxEntropy,3
mutual_info,xgboost,20,ResourcesMaxSize,3
mutual_info,xgboost,20,ResourcesMeanEntropy,3
mutual_info,xgboost,20,ResourcesMeanSize,3
mutual_info,xgboost,20,ResourcesMinEntropy,3
mutual_info,xgboost,20,ResourcesMinSize,3
mutual_info,xgboost,20,SectionMaxRawsize,3
mutual_info,xgboost,20,SectionMaxVirtualsize,3
mutual_info,xgboost,20,SectionsMaxEntropy,3
mutual_info,xgboost,20,SectionsMeanRawsize,3
mutual_info,xgboost,20,SectionsMeanVirtualsize,3
mutual_info,xgboost,20,SectionsMinEntropy,3
mutual_info,xgboost,20,SectionsMinVirtualsize,3
mutual_info,xgboost,20,SizeOfCode,3
mutual_info,xgboost,20,SizeOfInitializedData,3
mutual_info,xgboost,20,VersionInformationSize,3
mutual_info,xgboost,20,CheckSum,1
mutual_info,xgboost,20,ImportsNb,1
mutual_info,xgboost,20,SizeOfStackReserve,1
random_forest,random_forest,20,BaseOfData,3
random_forest,random_forest,20,Characteristics,3
random_forest,random_forest,20,DllCharacteristics,3
random_forest,random_forest,20,ExportNb,3
random_forest,random_forest,20,ImageBase,3
random_forest,random_forest,20,ImportsNb,3
random_forest,random_forest,20,MajorOperatingSystemVersion,3
random_forest,random_forest,20,MinorImageVersion,3
random_forest,random_forest,20,ResourcesMaxEntropy,3
random_forest,random_forest,20,ResourcesMaxSize,3
random_forest,random_forest,20,ResourcesMinEntropy,3
random_forest,random_forest,20,ResourcesMinSize,3
random_forest,random_forest,20,ResourcesNb,3
random_forest,random_forest,20,SectionsMaxEntropy,3
random_forest,random_forest,20,SectionsMinEntropy,3
random_forest,random_forest,20,SizeOfStackReserve,3
random_forest,random_forest,20,Subsystem,3
random_forest,random_forest,20,VersionInformationSize,3
random_forest,random_forest,20,MajorLinkerVersion,2
random_forest,random_forest,20,MajorSubsystemVersion,2
random_forest,random_forest,20,ImportsNbDLL,1
random_forest,random_forest,20,SectionsMinRawsize,1
random_forest,xgboost,20,BaseOfData,3
random_forest,xgboost,20,Characteristics,3
random_forest,xgboost,20,DllCharacteristics,3
random_forest,xgboost,20,ExportNb,3
random_forest,xgboost,20,ImageBase,3
random_forest,xgboost,20,ImportsNb,3
random_forest,xgboost,20,MajorOperatingSystemVersion,3
random_forest,xgboost,20,MinorImageVersion,3
random_forest,xgboost,20,ResourcesMaxEntropy,3
random_forest,xgboost,20,ResourcesMaxSize,3
random_forest,xgboost,20,ResourcesMinEntropy,3
random_forest,xgboost,20,ResourcesMinSize,3
random_forest,xgboost,20,ResourcesNb,3
random_forest,xgboost,20,SectionsMaxEntropy,3
random_forest,xgboost,20,SectionsMinEntropy,3
random_forest,xgboost,20,SizeOfStackReserve,3
random_forest,xgboost,20,Subsystem,3
random_forest,xgboost,20,VersionInformationSize,3
random_forest,xgboost,20,MajorLinkerVersion,2
random_forest,xgboost,20,MajorSubsystemVersion,2
random_forest,xgboost,20,ImportsNbDLL,1
random_forest,xgboost,20,SectionsMinRawsize,1
